p,q,r,n,f,strict_hit
47,127,197,1175893,47,False
47,127,199,1187831,47,False
47,131,137,843509,47,False
47,131,139,855823,47,False
47,131,149,917393,47,False
47,131,151,929707,47,False
47,131,157,966649,47,False
47,131,163,1003591,47,False
47,131,167,1028219,47,False
47,131,173,1065161,131,False
47,131,179,1102103,47,False
47,131,181,1114417,181,False
47,131,191,1175987,47,False
47,131,193,1188301,47,False
47,131,197,1212929,131,False
47,131,199,1225243,47,False
47,137,139,895021,137,False
47,137,149,959411,47,False
47,137,151,972289,47,False
47,137,157,1010923,157,False
47,137,163,1049557,47,False
47,137,167,1075313,47,False
47,137,173,1113947,47,False
47,137,179,1152581,47,False
47,137,181,1165459,137,False
47,137,191,1229849,47,False
47,137,193,1242727,47,False
47,137,197,1268483,47,False
47,137,199,1281361,47,False
47,139,149,973417,47,False
47,139,151,986483,47,False
47,139,157,1025681,47,False
47,139,163,1064879,6533,True
47,139,167,1091011,139,False
47,139,173,1130209,47,False
47,139,179,1169407,47,False
47,139,181,1182473,47,False
47,139,191,1247803,47,False
47,139,193,1260869,47,False
47,139,197,1287001,47,False
47,139,199,1300067,47,False
47,149,151,1057453,149,False
47,149,157,1099471,47,False
47,149,163,1141489,47,False
47,149,167,1169501,47,False
47,149,173,1211519,47,False
47,149,179,1253537,179,False
47,149,181,1267543,47,False
47,149,191,1337573,47,False
47,149,193,1351579,47,False
47,149,197,1379591,47,False
47,149,199,1393597,149,False
47,151,157,1114229,47,False
47,151,163,1156811,47,False
47,151,167,1185199,47,False
47,151,173,1227781,151,False
47,151,179,1270363,47,False
47,151,181,1284557,47,False
47,151,191,1355527,47,False
47,151,193,1369721,47,False
47,151,197,1398109,197,False
47,151,199,1412303,47,False
47,157,163,1202777,47,False
47,157,167,1232293,47,False
47,157,173,1276567,47,False
47,157,179,1320841,47,False
47,157,181,1335599,47,False
47,157,191,1409389,47,False
47,157,193,1424147,47,False
47,157,197,1453663,47,False
47,157,199,1468421,199,False
47,163,167,1279387,47,False
47,163,173,1325353,47,False
47,163,179,1371319,47,False
47,163,181,1386641,47,False
47,163,191,1463251,191,False
47,163,193,1478573,47,False
47,163,197,1509217,47,False
47,163,199,1524539,47,False
47,167,173,1357877,47,False
47,167,179,1404971,47,False
47,167,181,1420669,47,False
47,167,191,1499159,167,False
47,167,193,1514857,47,False
47,167,197,1546253,47,False
47,167,199,1561951,7849,True
47,173,179,1455449,47,False
47,173,181,1471711,47,False
47,173,191,1553021,47,False
47,173,193,1569283,47,False
47,173,197,1601807,47,False
47,173,199,1618069,47,False
47,179,181,1522753,179,False
47,179,191,1606883,191,False
47,179,193,1623709,47,False
47,179,197,1657361,47,False
47,179,199,1674187,47,False
47,181,191,1624837,47,False
47,181,193,1641851,47,False
47,181,197,1675879,47,False
47,181,199,1692893,47,False
47,191,193,1732561,191,False
47,191,197,1768469,47,False
47,191,199,1786423,47,False
47,193,197,1786987,197,False
47,193,199,1805129,47,False
47,197,199,1842541,197,False
53,59,61,190747,53,False
53,59,67,209509,59,False
53,59,71,222017,3127,True
53,59,73,228271,53,False
53,59,79,247033,53,False
53,59,83,259541,53,False
53,59,89,278303,89,False
53,59,97,303319,3127,True
53,59,101,315827,53,False
53,59,103,322081,53,False
53,59,107,334589,107,False
53,59,109,340843,53,False
53,59,113,353351,53,False
53,59,127,397129,53,False
53,59,131,409637,53,False
53,59,137,428399,59,False
53,59,139,434653,53,False
53,59,149,465923,53,False
53,59,151,472177,53,False
53,59,157,490939,59,False
53,59,163,509701,53,False
53,59,167,522209,59,False
53,59,173,540971,53,False
53,59,179,559733,53,False
53,59,181,565987,53,False
53,59,191,597257,53,False
53,59,193,603511,53,False
53,59,197,616019,53,False
53,59,199,622273,53,False
53,61,67,216611,53,False
53,61,71,229543,61,False
53,61,73,236009,3233,True
53,61,79,255407,53,False
53,61,83,268339,53,False
53,61,89,287737,53,False
53,61,97,313601,53,False
53,61,101,326533,101,False
53,61,103,332999,53,False
53,61,107,345931,53,False
53,61,109,352397,53,False
53,61,113,365329,53,False
53,61,127,410591,53,False
53,61,131,423523,53,False
53,61,137,442921,61,False
53,61,139,449387,53,False
53,61,149,481717,53,False
53,61,151,488183,61,False
53,61,157,507581,53,False
53,61,163,526979,53,False
53,61,167,539911,61,False
53,61,173,559309,53,False
53,61,179,578707,179,False
53,61,181,585173,53,False
53,61,191,617503,53,False
53,61,193,623969,53,False
53,61,197,636901,61,False
53,61,199,643367,53,False
53,67,71,252121,71,False
53,67,73,259223,53,False
53,67,79,280529,53,False
53,67,83,294733,53,False
53,67,89,316039,53,False
53,67,97,344447,53,False
53,67,101,358651,67,False
53,67,103,365753,53,False
53,67,107,379957,107,False
53,67,109,387059,53,False
53,67,113,401263,53,False
53,67,127,450977,53,False
53,67,131,465181,131,False
53,67,137,486487,53,False
53,67,139,493589,53,False
53,67,149,529099,53,False
53,67,151,536201,53,False
53,67,157,557507,53,False
53,67,163,578813,53,False
53,67,167,593017,67,False
53,67,173,614323,53,False
53,67,179,635629,53,False
53,67,181,642731,53,False
53,67,191,678241,67,False
53,67,193,685343,53,False
53,67,197,699547,53,False
53,67,199,706649,53,False
53,71,73,274699,53,False
53,71,79,297277,53,False
53,71,83,312329,53,False
53,71,89,334907,53,False
53,71,97,365011,53,False
53,71,101,380063,53,False
53,71,103,387589,53,False
53,71,107,402641,107,False
53,71,109,410167,53,False
53,71,113,425219,53,False
53,71,127,477901,53,False
53,71,131,492953,53,False
53,71,137,515531,53,False
53,71,139,523057,53,False
53,71,149,560687,53,False
53,71,151,568213,53,False
53,71,157,590791,53,False
53,71,163,613369,53,False
53,71,167,628421,53,False
53,71,173,650999,53,False
53,71,179,673577,179,False
53,71,181,681103,53,False
53,71,191,718733,71,False
53,71,193,726259,71,False
53,71,197,741311,71,False
53,71,199,748837,3763,True
53,73,79,305651,53,False
53,73,83,321127,53,False
53,73,89,344341,53,False
53,73,97,375293,53,False
53,73,101,390769,73,False
53,73,103,398507,73,False
53,73,107,413983,53,False
53,73,109,421721,73,False
53,73,113,437197,73,False
53,73,127,491363,53,False
53,73,131,506839,73,False
53,73,137,530053,53,False
53,73,139,537791,53,False
53,73,149,576481,53,False
53,73,151,584219,53,False
53,73,157,607433,53,False
53,73,163,630647,53,False
53,73,167,646123,53,False
53,73,173,669337,53,False
53,73,179,692551,53,False
53,73,181,700289,53,False
53,73,191,738979,73,False
53,73,193,746717,3869,True
53,73,197,762193,3869,True
53,73,199,769931,53,False
53,79,83,347521,53,False
53,79,89,372643,79,False
53,79,97,406139,79,False
53,79,101,422887,53,False
53,79,103,431261,53,False
53,79,107,448009,53,False
53,79,109,456383,53,False
53,79,113,473131,113,False
53,79,127,531749,79,False
53,79,131,548497,53,False
53,79,137,573619,53,False
53,79,139,581993,79,False
53,79,149,623863,53,False
53,79,151,632237,53,False
53,79,157,657359,4187,True
53,79,163,682481,53,False
53,79,167,699229,79,False
53,79,173,724351,79,False
53,79,179,749473,4187,True
53,79,181,757847,53,False
53,79,191,799717,53,False
53,79,193,808091,53,False
53,79,197,824839,79,False
53,79,199,833213,199,False
53,83,89,391511,53,False
53,83,97,426703,53,False
53,83,101,444299,53,False
53,83,103,453097,53,False
53,83,107,470693,53,False
53,83,109,479491,53,False
53,83,113,497087,53,False
53,83,127,558673,53,False
53,83,131,576269,83,False
53,83,137,602663,4399,True
53,83,139,611461,53,False
53,83,149,655451,83,False
53,83,151,664249,83,False
53,83,157,690643,157,False
53,83,163,717037,83,False
53,83,167,734633,83,False
53,83,173,761027,53,False
53,83,179,787421,53,False
53,83,181,796219,53,False
53,83,191,840209,191,False
53,83,193,849007,53,False
53,83,197,866603,53,False
53,83,199,875401,83,False
53,89,97,457549,53,False
53,89,101,476417,53,False
53,89,103,485851,53,False
53,89,107,504719,107,False
53,89,109,514153,53,False
53,89,113,533021,53,False
53,89,127,599059,53,False
53,89,131,617927,4717,True
53,89,137,646229,53,False
53,89,139,655663,53,False
53,89,149,702833,53,False
53,89,151,712267,89,False
53,89,157,740569,157,False
53,89,163,768871,89,False
53,89,167,787739,89,False
53,89,173,816041,89,False
53,89,179,844343,89,False
53,89,181,853777,89,False
53,89,191,900947,53,False
53,89,193,910381,53,False
53,89,197,929249,53,False
53,89,199,938683,53,False
53,97,101,519241,53,False
53,97,103,529523,53,False
53,97,107,550087,53,False
53,97,109,560369,53,False
53,97,113,580933,53,False
53,97,127,652907,53,False
53,97,131,673471,53,False
53,97,137,704317,53,False
53,97,139,714599,53,False
53,97,149,766009,53,False
53,97,151,776291,151,False
53,97,157,807137,53,False
53,97,163,837983,97,False
53,97,167,858547,53,False
53,97,173,889393,53,False
53,97,179,920239,97,False
53,97,181,930521,5141,True
53,97,191,981931,97,False
53,97,193,992213,97,False
53,97,197,1012777,97,False
53,97,199,1023059,53,False
53,101,103,551359,53,False
53,101,107,572771,107,False
53,101,109,583477,53,False
53,101,113,604889,53,False
53,101,127,679831,53,False
53,101,131,701243,53,False
53,101,137,733361,53,False
53,101,139,744067,53,False
53,101,149,797597,53,False
53,101,151,808303,101,False
53,101,157,840421,53,False
53,101,163,872539,53,False
53,101,167,893951,53,False
53,101,173,926069,53,False
53,101,179,958187,53,False
53,101,181,968893,53,False
53,101,191,1022423,191,False
53,101,193,1033129,101,False
53,101,197,1054541,5353,True
53,101,199,1065247,101,False
53,103,107,584113,107,False
53,103,109,595031,53,False
53,103,113,616867,53,False
53,103,127,693293,53,False
53,103,131,715129,53,False
53,103,137,747883,53,False
53,103,139,758801,53,False
53,103,149,813391,53,False
53,103,151,824309,53,False
53,103,157,857063,53,False
53,103,163,889817,53,False
53,103,167,911653,53,False
53,103,173,944407,103,False
53,103,179,977161,103,False
53,103,181,988079,53,False
53,103,191,1042669,53,False
53,103,193,1053587,53,False
53,103,197,1075423,53,False
53,103,199,1086341,53,False
53,107,109,618139,109,False
53,107,113,640823,53,False
53,107,127,720217,53,False
53,107,131,742901,53,False
53,107,137,776927,53,False
53,107,139,788269,53,False
53,107,149,844979,53,False
53,107,151,856321,53,False
53,107,157,890347,53,False
53,107,163,924373,53,False
53,107,167,947057,53,False
53,107,173,981083,53,False
53,107,179,1015109,53,False
53,107,181,1026451,53,False
53,107,191,1083161,53,False
53,107,193,1094503,53,False
53,107,197,1117187,53,False
53,107,199,1128529,53,False
53,109,113,652801,53,False
53,109,127,733679,53,False
53,109,131,756787,131,False
53,109,137,791449,53,False
53,109,139,803003,53,False
53,109,149,860773,53,False
53,109,151,872327,53,False
53,109,157,906989,53,False
53,109,163,941651,109,False
53,109,167,964759,53,False
53,109,173,999421,53,False
53,109,179,1034083,109,False
53,109,181,1045637,5777,True
53,109,191,1103407,53,False
53,109,193,1114961,53,False
53,109,197,1138069,53,False
53,109,199,1149623,53,False
53,113,127,760603,53,False
53,113,131,784559,53,False
53,113,137,820493,53,False
53,113,139,832471,53,False
53,113,149,892361,53,False
53,113,151,904339,53,False
53,113,157,940273,53,False
53,113,163,976207,53,False
53,113,167,1000163,53,False
53,113,173,1036097,53,False
53,113,179,1072031,53,False
53,113,181,1084009,181,False
53,113,191,1143899,53,False
53,113,193,1155877,53,False
53,113,197,1179833,53,False
53,113,199,1191811,53,False
53,127,131,881761,53,False
53,127,137,922147,53,False
53,127,139,935609,127,False
53,127,149,1002919,53,False
53,127,151,1016381,127,False
53,127,157,1056767,53,False
53,127,163,1097153,127,False
53,127,167,1124077,53,False
53,127,173,1164463,53,False
53,127,179,1204849,53,False
53,127,181,1218311,53,False
53,127,191,1285621,127,False
53,127,193,1299083,53,False
53,127,197,1326007,53,False
53,127,199,1339469,53,False
53,131,137,951191,53,False
53,131,139,965077,53,False
53,131,149,1034507,53,False
53,131,151,1048393,53,False
53,131,157,1090051,53,False
53,131,163,1131709,53,False
53,131,167,1159481,53,False
53,131,173,1201139,53,False
53,131,179,1242797,53,False
53,131,181,1256683,53,False
53,131,191,1326113,53,False
53,131,193,1339999,53,False
53,131,197,1367771,131,False
53,131,199,1381657,53,False
53,137,139,1009279,137,False
53,137,149,1081889,53,False
53,137,151,1096411,53,False
53,137,157,1139977,53,False
53,137,163,1183543,53,False
53,137,167,1212587,53,False
53,137,173,1256153,53,False
53,137,179,1299719,53,False
53,137,181,1314241,137,False
53,137,191,1386851,191,False
53,137,193,1401373,53,False
53,137,197,1430417,53,False
53,137,199,1444939,53,False
53,139,149,1097683,53,False
53,139,151,1112417,53,False
53,139,157,1156619,53,False
53,139,163,1200821,53,False
53,139,167,1230289,139,False
53,139,173,1274491,53,False
53,139,179,1318693,53,False
53,139,181,1333427,139,False
53,139,191,1407097,53,False
53,139,193,1421831,53,False
53,139,197,1451299,139,False
53,139,199,1466033,199,False
53,149,151,1192447,7897,True
53,149,157,1239829,53,False
53,149,163,1287211,53,False
53,149,167,1318799,53,False
53,149,173,1366181,53,False
53,149,179,1413563,179,False
53,149,181,1429357,53,False
53,149,191,1508327,53,False
53,149,193,1524121,53,False
53,149,197,1555709,149,False
53,149,199,1571503,53,False
53,151,157,1256471,53,False
53,151,163,1304489,53,False
53,151,167,1336501,53,False
53,151,173,1384519,53,False
53,151,179,1432537,53,False
53,151,181,1448543,53,False
53,151,191,1528573,53,False
53,151,193,1544579,53,False
53,151,197,1576591,53,False
53,151,199,1592597,53,False
53,157,163,1356323,8321,True
53,157,167,1389607,53,False
53,157,173,1439533,53,False
53,157,179,1489459,53,False
53,157,181,1506101,53,False
53,157,191,1589311,53,False
53,157,193,1605953,53,False
53,157,197,1639237,53,False
53,157,199,1655879,53,False
53,163,167,1442713,53,False
53,163,173,1494547,53,False
53,163,179,1546381,53,False
53,163,181,1563659,53,False
53,163,191,1650049,53,False
53,163,193,1667327,53,False
53,163,197,1701883,53,False
53,163,199,1719161,53,False
53,167,173,1531223,53,False
53,167,179,1584329,53,False
53,167,181,1602031,53,False
53,167,191,1690541,53,False
53,167,193,1708243,53,False
53,167,197,1743647,53,False
53,167,199,1761349,53,False
53,173,179,1641251,53,False
53,173,181,1659589,53,False
53,173,191,1751279,191,False
53,173,193,1769617,53,False
53,173,197,1806293,53,False
53,173,199,1824631,53,False
53,179,181,1717147,179,False
53,179,191,1812017,53,False
53,179,193,1830991,53,False
53,179,197,1868939,53,False
53,179,199,1887913,53,False
53,181,191,1832263,53,False
53,181,193,1851449,53,False
53,181,197,1889821,53,False
53,181,199,1909007,53,False
53,191,193,1953739,191,False
53,191,197,1994231,53,False
53,191,199,2014477,53,False
53,193,197,2015113,53,False
53,193,199,2035571,53,False
53,197,199,2077759,197,False
59,61,67,241133,61,False
59,61,71,255529,59,False
59,61,73,262727,59,False
59,61,79,284321,59,False
59,61,83,298717,59,False
59,61,89,320311,61,False
59,61,97,349103,59,False
59,61,101,363499,59,False
59,61,103,370697,59,False
59,61,107,385093,59,False
59,61,109,392291,109,False
59,61,113,406687,59,False
59,61,127,457073,61,False
59,61,131,471469,59,False
59,61,137,493063,61,False
59,61,139,500261,59,False
59,61,149,536251,3599,True
59,61,151,543449,61,False
59,61,157,565043,59,False
59,61,163,586637,61,False
59,61,167,601033,59,False
59,61,173,622627,59,False
59,61,179,644221,3599,True
59,61,181,651419,59,False
59,61,191,687409,59,False
59,61,193,694607,59,False
59,61,197,709003,61,False
59,61,199,716201,61,False
59,67,71,280663,59,False
59,67,73,288569,59,False
59,67,79,312287,3953,True
59,67,83,328099,67,False
59,67,89,351817,59,False
59,67,97,383441,59,False
59,67,101,399253,67,False
59,67,103,407159,59,False
59,67,107,422971,59,False
59,67,109,430877,59,False
59,67,113,446689,59,False
59,67,127,502031,59,False
59,67,131,517843,67,False
59,67,137,541561,59,False
59,67,139,549467,59,False
59,67,149,588997,59,False
59,67,151,596903,59,False
59,67,157,620621,3953,True
59,67,163,644339,59,False
59,67,167,660151,67,False
59,67,173,683869,59,False
59,67,179,707587,179,False
59,67,181,715493,59,False
59,67,191,755023,59,False
59,67,193,762929,59,False
59,67,197,778741,59,False
59,67,199,786647,59,False
59,71,73,305797,59,False
59,71,79,330931,79,False
59,71,83,347687,59,False
59,71,89,372821,4189,True
59,71,97,406333,59,False
59,71,101,423089,59,False
59,71,103,431467,59,False
59,71,107,448223,71,False
59,71,109,456601,59,False
59,71,113,473357,59,False
59,71,127,532003,59,False
59,71,131,548759,59,False
59,71,137,573893,59,False
59,71,139,582271,59,False
59,71,149,624161,59,False
59,71,151,632539,59,False
59,71,157,657673,59,False
59,71,163,682807,59,False
59,71,167,699563,59,False
59,71,173,724697,71,False
59,71,179,749831,59,False
59,71,181,758209,71,False
59,71,191,800099,59,False
59,71,193,808477,59,False
